,composition,pretty_composition,parent_guess,materials_project_id,tc,debyet,elecspecheat,unit_elecspecheat,neelt,a1,a2,b1,b2,c1,d1,d2,e1,e2,f1,f2,g1,g2,h1,h2,i1,i2,o1,o2,o_empirical,lata,latb,latc,unit_lat
31656,Nb0.85Zr0.15N1,Zr0.15Nb0.85N1,NbN,mp-1018142,13.7,,,,,Nb,0.85,Zr,0.15,1.0,,,,,,,,,,,,,,,,,,,
31674,Hf0.4Zr0.6V2,Hf0.4Zr0.6V2,ZrV2,mp-258,8.98,,,,,Hf,0.4,Zr,0.6,2.0,,,,,,,,,,,,,,,,,,,
31675,Hf0.2Zr0.8V2,Hf0.2Zr0.8V2,ZrV2,mp-258,8.85,,,,,Hf,0.2,Zr,0.8,2.0,,,,,,,,,,,,,,,,,,,
31676,V2Zr1,ZrV2,ZrV2,mp-258,7.83,,,,,V,2.0,Zr,1.0,,,,,,,,,,,,,,,,,,,,
31678,Ge2Lu1,LuGe2,LuGe2,mp-973906,2.6,,,,,Ge,2.0,Lu,1.0,,,,,,,,,,,,,,,,,3.969,15.553,15.553,A
31680,Mg1C1Ni3,MgNi3C,MgNi3C,mp-10700,6.7,255.9,29.5,mj/mol.K2,,Mg,1.0,C,1.0,3.0,,,,,,,,,,,,,,,,3.81,,,A
31683,U1Ni2Al3,UAl3Ni2,UAl3Ni2,mp-2903,1.02,,,,4.6,U,1.0,Ni,2.0,3.0,,,,,,,,,,,,,,,,5.217,,,A
31684,U1Pd2Al3,UAl3Pd2,UAl3Pd2,mp-4561,1.93,,,,15.0,U,1.0,Pd,2.0,3.0,,,,,,,,,,,,,,,,5.419,,,A
31685,U1Ni2Al3,UAl3Ni2,UAl3Ni2,mp-2903,0.98,,,,5.0,U,1.0,Ni,2.0,3.0,,,,,,,,,,,,,,,,5.211,5.221,5.221,A
31686,Ga1Nb4Se8,Nb4GaSe8,Nb4GaSe8,mp-15208,2.9,,,,,Ga,1.0,Nb,4.0,8.0,,,,,,,,,,,,,,,,10.44,,,A
31687,Ga1Ta4Se8,Ta4GaSe8,Ta4GaSe8,mp-3663,5.8,,,,,Ga,1.0,Ta,4.0,8.0,,,,,,,,,,,,,,,,10.358,,,A
31702,Mo0.75Pt0.15Re0.1,Re0.1Mo0.75Pt0.15,Mo,mp-8637,5.3,,,,,Mo,0.75,Pt,0.15,0.1,,,,,,,,,,,,,,,,4.986,,,A
31703,Mo0.7Pt0.075Re0.225,Re0.225Mo0.7Pt0.075,Mo,mp-8637,7.4,,,,,Mo,0.7,Pt,0.075,0.225,,,,,,,,,,,,,,,,4.98,,,A
31704,Mo0.65Pt0.1Re0.25,Re0.25Mo0.65Pt0.1,Mo,mp-8637,7.4,,,,,Mo,0.65,Pt,0.1,0.25,,,,,,,,,,,,,,,,4.978,,,A
31705,Mo0.65Pt0.05Re0.3,Re0.3Mo0.65Pt0.05,Mo,mp-8637,8.9,,,,,Mo,0.65,Pt,0.05,0.3,,,,,,,,,,,,,,,,4.977,,,A
31706,Mo0.6Pt0.1Re0.3,Re0.3Mo0.6Pt0.1,Mo,mp-8637,8.5,,,,,Mo,0.6,Pt,0.1,0.3,,,,,,,,,,,,,,,,4.975,,,A
31707,Mo0.6Pt0.05Re0.35,Re0.35Mo0.6Pt0.05,Mo,mp-8637,9.8,,,,,Mo,0.6,Pt,0.05,0.35,,,,,,,,,,,,,,,,4.974,,,A
31708,Mo0.35Pt0.075Re0.375,Re0.375Mo0.35Pt0.075,Cr3Si,mp-729,10.6,,,,,Mo,0.35,Pt,0.075,0.375,,,,,,,,,,,,,,,,4.973,,,A
31709,Mo0.55Pt0.05Re0.4,Re0.4Mo0.55Pt0.05,Mo,mp-8637,10.2,,,,,Mo,0.55,Pt,0.05,0.4,,,,,,,,,,,,,,,,4.973,,,A
31710,Mo0.55Pt0.05Re0.425,Re0.425Mo0.55Pt0.05,Mo,mp-8637,11.25,,,,,Mo,0.55,Pt,0.05,0.425,,,,,,,,,,,,,,,,,,,
31729,La1Tl3,LaTl3,LaTl3,mp-2001,1.5,,,,,La,1.0,Tl,3.0,,,,,,,,,,,,,,,,,,,,
31730,La0.967Pr0.033Tl3,La0.967Pr0.033Tl3,LaTl3,mp-2001,1.16,,,,,La,0.967,Pr,0.033,3.0,,,,,,,,,,,,,,,,,,,
31731,La0.93Pr0.07Tl3,La0.93Pr0.07Tl3,LaTl3,mp-2001,0.8,,,,,La,0.93,Pr,0.07,3.0,,,,,,,,,,,,,,,,,,,
31732,La0.901Pr0.099Tl3,La0.901Pr0.099Tl3,LaTl3,mp-2001,0.55,,,,,La,0.901,Pr,0.099,3.0,,,,,,,,,,,,,,,,,,,
31733,La1Sn3,LaSn3,LaSn3,mp-633,6.55,,,,,La,1.0,Sn,3.0,,,,,,,,,,,,,,,,,,,,
31734,La0.962Tm0.038Sn3,La0.962Tm0.038Sn3,LaSn3,mp-633,5.49,,,,,La,0.962,Tm,0.038,3.0,,,,,,,,,,,,,,,,,,,
31735,La0.908Tm0.092Sn3,La0.908Tm0.092Sn3,LaSn3,mp-633,4.18,,,,,La,0.908,Tm,0.092,3.0,,,,,,,,,,,,,,,,,,,
31737,La1Pb3,LaPb3,LaPb3,mp-21432,4.09,,,,,La,1.0,Pb,3.0,,,,,,,,,,,,,,,,,,,,
31738,La0.95Pr0.05Pb3,La0.95Pr0.05Pb3,LaPb3,mp-21432,3.3,,,,,La,0.95,Pr,0.05,3.0,,,,,,,,,,,,,,,,,,,
31739,La0.9Pr0.1Pb3,La0.9Pr0.1Pb3,LaPb3,mp-21432,2.58,,,,,La,0.9,Pr,0.1,3.0,,,,,,,,,,,,,,,,,,,
31740,La0.85Pr0.15Pb3,La0.85Pr0.15Pb3,LaPb3,mp-21432,1.88,,,,,La,0.85,Pr,0.15,3.0,,,,,,,,,,,,,,,,,,,
31741,La0.8Pr0.2Pb3,La0.8Pr0.2Pb3,LaPb3,mp-21432,1.34,,,,,La,0.8,Pr,0.2,3.0,,,,,,,,,,,,,,,,,,,
31742,La0.75Pr0.25Pb3,La0.75Pr0.25Pb3,LaPb3,mp-21432,0.8,,,,,La,0.75,Pr,0.25,3.0,,,,,,,,,,,,,,,,,,,
31743,La0.7Pr0.3Pb3,La0.7Pr0.3Pb3,LaPb3,mp-21432,0.37,,,,,La,0.7,Pr,0.3,3.0,,,,,,,,,,,,,,,,,,,
31744,Al1,Al,Al,mp-134,1.1793,,1.349,mj/mol.K2,,Al,1.0,,,,,,,,,,,,,,,,,,,,,,
31748,In0.4Tl0.6,Tl0.6In0.4,Tl,mp-39,2.52,,,,,In,0.4,Tl,0.6,,,,,,,,,,,,,,,,,,,,
31749,In0.45Tl0.55,Tl0.55In0.45,Tl,mp-39,2.48,,,,,In,0.45,Tl,0.55,,,,,,,,,,,,,,,,,,,,
31751,La1,La,La,mp-156,4.94,,,,,La,1.0,,,,,,,,,,,,,,,,,,,,,,
31783,Ir0.99Ta0.01,Ta0.01Ir0.99,Ir,mp-101,0.116,,,,,Ir,0.99,Ta,0.01,,,,,,,,,,,,,,,,,,,,
31784,Ir0.97Ta0.03,Ta0.03Ir0.97,Ir,mp-101,0.127,,,,,Ir,0.97,Ta,0.03,,,,,,,,,,,,,,,,,,,,
31785,Ir0.94Ta0.06,Ta0.06Ir0.94,Ir,mp-101,0.15,,,,,Ir,0.94,Ta,0.06,,,,,,,,,,,,,,,,,,,,
31786,Ir0.925Ta0.075,Ta0.075Ir0.925,Ir,mp-101,0.125,408.0,6.13,mj/mol.K2,,Ir,0.925,Ta,0.075,,,,,,,,,,,,,,,,,,,,
31787,Ir0.9Ta0.1,Ta0.1Ir0.9,Ir,mp-101,0.067,,,,,Ir,0.9,Ta,0.1,,,,,,,,,,,,,,,,,,,,
31832,Ir0.7Ru0.25Rh0.5,Ir0.7Ru0.25Rh0.5,IrRh,mp-1223919,0.033,,,,,Ir,0.7,Ru,0.25,0.5,,,,,,,,,,,,,,,,,,,
31872,La3Tl1,La3Tl,La3Tl,mp-371,8.95,,,,,La,3.0,Tl,1.0,,,,,,,,,,,,,,,,,5.06,,,A
31873,La2.916Pr0.084Tl1,La2.916Pr0.084Tl1,La3Tl,mp-371,7.7,,,,,La,2.916,Pr,0.084,1.0,,,,,,,,,,,,,,,,,,,
31874,La2.91Pr0.09Tl1,La2.91Pr0.09Tl1,La3Tl,mp-371,7.55,,,,,La,2.91,Pr,0.09,1.0,,,,,,,,,,,,,,,,,,,
31875,La2.92Pr0.18Tl1,La2.92Pr0.18Tl1,La3Tl,mp-371,6.51,,,,,La,2.92,Pr,0.18,1.0,,,,,,,,,,,,,,,,,,,
31876,La2.706Pr0.294Tl1,La2.706Pr0.294Tl1,La3Tl,mp-371,5.25,,,,,La,2.706,Pr,0.294,1.0,,,,,,,,,,,,,,,,,,,
31877,La2.574Pr0.426Tl1,La2.574Pr0.426Tl1,La3Tl,mp-371,3.92,,,,,La,2.574,Pr,0.426,1.0,,,,,,,,,,,,,,,,,,,
31878,La2.55Pr0.45Tl1,La2.55Pr0.45Tl1,La3Tl,mp-371,3.68,,,,,La,2.55,Pr,0.45,1.0,,,,,,,,,,,,,,,,,,,
31879,La2.406Pr0.594Tl1,La2.406Pr0.594Tl1,La3Tl,mp-371,2.4,,,,,La,2.406,Pr,0.594,1.0,,,,,,,,,,,,,,,,,,,
31880,La2.25Pr0.75Tl1,La2.25Pr0.75Tl1,La3Tl,mp-371,1.24,,,,,La,2.25,Pr,0.75,1.0,,,,,,,,,,,,,,,,,,,
31884,La2.85Pr0.15Se4,La2.85Pr0.15Se4,La3Se4,mp-491,4.81,,,,,La,2.85,Pr,0.15,4.0,,,,,,,,,,,,,,,,,,,
31885,La2.7Pr0.3Se4,La2.7Pr0.3Se4,La3Se4,mp-491,3.36,,,,,La,2.7,Pr,0.3,4.0,,,,,,,,,,,,,,,,,,,
31886,La2.4Pr0.6Se4,La2.4Pr0.6Se4,La3Se4,mp-491,1.49,,,,,La,2.4,Pr,0.6,4.0,,,,,,,,,,,,,,,,,,,
31887,La2.25Pr0.75Se4,La2.25Pr0.75Se4,La3Se4,mp-491,0.76,,,,,La,2.25,Pr,0.75,4.0,,,,,,,,,,,,,,,,,,,
31888,La2.82Pr0.18S4,La2.82Pr0.18S4,La3S4,mp-567,4.33,,,,,La,2.82,Pr,0.18,4.0,,,,,,,,,,,,,,,,,,,
31889,La2.58Pr0.42S4,La2.58Pr0.42S4,La3S4,mp-567,2.69,,,,,La,2.58,Pr,0.42,4.0,,,,,,,,,,,,,,,,,,,
31890,B2Mg1,MgB2,MgB2,mp-763,39.0,,,,,B,2.0,Mg,1.0,,,,,,,,,,,,,,,,,,,,
31891,Mg1B1.96C0.04,Mg1B1.96C0.04,MgB2,mp-763,35.0,,,,,Mg,1.0,B,1.96,0.04,,,,,,,,,,,,,,,,,,,
31892,Mg1B1.9C0.1,Mg1B1.9C0.1,MgB2,mp-763,27.0,,,,,Mg,1.0,B,1.9,0.1,,,,,,,,,,,,,,,,,,,
31893,Mg1B1.85C0.15,Mg1B1.85C0.15,MgB2,mp-763,20.0,,,,,Mg,1.0,B,1.85,0.15,,,,,,,,,,,,,,,,,,,
31894,Pr1Ru4P12,Pr(P3Ru)4,Pr(P3Ru)4,mp-4341,1.8,,,,,Pr,1.0,Ru,4.0,12.0,,,,,,,,,,,,,,,,8.0497,,,A
31895,Mg0.98Sc0.02B2,Mg0.98Sc0.02B2,MgB2,mp-763,39.0,,,,,Mg,0.98,Sc,0.02,2.0,,,,,,,,,,,,,,,,,,,
31896,Mg0.88Sc0.12B2,Mg0.88Sc0.12B2,MgB2,mp-763,30.0,,,,,Mg,0.88,Sc,0.12,2.0,,,,,,,,,,,,,,,,3.094,,,A
31897,Mg0.73Sc0.27B2,Mg0.73Sc0.27B2,MgB2,mp-763,6.0,,,,,Mg,0.73,Sc,0.27,2.0,,,,,,,,,,,,,,,,3.103,,,A
31898,B2Mg1,MgB2,MgB2,mp-763,37.6,,,,,B,2.0,Mg,1.0,,,,,,,,,,,,,,,,,,,,
31899,Y1Ni2B2C1,YNi2B2C,YNi2B2C,mp-6576,15.7,,,,,Y,1.0,Ni,2.0,2.0,C,1.0,,,,,,,,,,,,,,,,,
31900,Mg1C1Ni3,MgNi3C,MgNi3C,mp-10700,7.1,,31.7,mj/mol.K2,,Mg,1.0,C,1.0,3.0,,,,,,,,,,,,,,,,3.8091,,,A
31901,Mg1C1Ni2.995Ru0.005,Mg1Ni2.995Ru0.005C1,MgNi3C,mp-10700,6.91,,31.0,mj/mol.K2,,Mg,1.0,C,1.0,2.995,Ru,0.005,,,,,,,,,,,,,,,,,
31902,Mg1C1Ni2.99Ru0.01,Mg1Ni2.99Ru0.01C1,MgNi3C,mp-10700,6.72,,28.8,mj/mol.K2,,Mg,1.0,C,1.0,2.99,Ru,0.01,,,,,,,,,,,,,,3.8105,,,A
31903,Mg1C1Ni2.98Ru0.02,Mg1Ni2.98Ru0.02C1,MgNi3C,mp-10700,6.5,,27.0,mj/mol.K2,,Mg,1.0,C,1.0,2.98,Ru,0.02,,,,,,,,,,,,,,3.8107,,,A
31904,Mg1C1Ni2.967Ru0.033,Mg1Ni2.967Ru0.033C1,MgNi3C,mp-10700,6.1,,25.5,mj/mol.K2,,Mg,1.0,C,1.0,2.967,Ru,0.033,,,,,,,,,,,,,,3.8118,,,A
31905,Mg1C1Ni2.934Ru0.066,Mg1Ni2.934Ru0.066C1,MgNi3C,mp-10700,5.6,,23.8,mj/mol.K2,,Mg,1.0,C,1.0,2.934,Ru,0.066,,,,,,,,,,,,,,3.8136,,,A
31906,Mg1C1Ni2.9Ru0.1,Mg1Ni2.9Ru0.1C1,MgNi3C,mp-10700,4.72,,23.7,mj/mol.K2,,Mg,1.0,C,1.0,2.9,Ru,0.1,,,,,,,,,,,,,,3.8171,,,A
31907,Mg1C1Ni2.8Ru0.2,Mg1Ni2.8Ru0.2C1,MgNi3C,mp-10700,3.49,,21.3,mj/mol.K2,,Mg,1.0,C,1.0,2.8,Ru,0.2,,,,,,,,,,,,,,3.8259,,,A
31908,Mg1C1Ni2.7Ru0.3,Mg1Ni2.7Ru0.3C1,MgNi3C,mp-10700,2.8,,19.7,mj/mol.K2,,Mg,1.0,C,1.0,2.7,Ru,0.3,,,,,,,,,,,,,,3.8333,,,A
31909,Mg1C1Ni2.6Ru0.4,Mg1Ni2.6Ru0.4C1,MgNi3C,mp-10700,2.14,,17.5,mj/mol.K2,,Mg,1.0,C,1.0,2.6,Ru,0.4,,,,,,,,,,,,,,3.8417,,,A
31913,Ce1Ru2,CeRu2,CeRu2,mp-607,6.17,,,,,Ce,1.0,Ru,2.0,,,,,,,,,,,,,,,,,7.544,,,A
31914,Ce0.97La0.03Ru2,La0.03Ce0.97Ru2,CeRu2,mp-607,6.45,,,,,Ce,0.97,La,0.03,2.0,,,,,,,,,,,,,,,,7.547,,,A
31915,Ce0.94La0.06Ru2,La0.06Ce0.94Ru2,CeRu2,mp-607,6.55,,,,,Ce,0.94,La,0.06,2.0,,,,,,,,,,,,,,,,7.551,,,A
31916,Ce0.91La0.09Ru2,La0.09Ce0.91Ru2,CeRu2,mp-607,6.57,,,,,Ce,0.91,La,0.09,2.0,,,,,,,,,,,,,,,,7.555,,,A
31917,Ce0.88La0.12Ru2,La0.12Ce0.88Ru2,CeRu2,mp-607,6.14,,,,,Ce,0.88,La,0.12,2.0,,,,,,,,,,,,,,,,7.561,,,A
31918,Ce0.85La0.15Ru2,La0.15Ce0.85Ru2,CeRu2,mp-607,5.35,,,,,Ce,0.85,La,0.15,2.0,,,,,,,,,,,,,,,,7.565,,,A
31919,Ce0.8La0.2Ru2,La0.2Ce0.8Ru2,CeRu2,mp-607,4.77,,,,,Ce,0.8,La,0.2,2.0,,,,,,,,,,,,,,,,7.573,,,A
31920,Ce0.25La0.75Ru2,La0.75Ce0.25Ru2,LaRu2,mp-2019,1.42,,,,,Ce,0.25,La,0.75,2.0,,,,,,,,,,,,,,,,7.671,,,A
31921,Yb3Co4.3Sn12.7,Yb3Co4.3Sn12.7,Yb3Co4Sn13,mp-1198658,3.4,207.0,46.0,mj/mol.K2,,Yb,3.0,Co,4.3,12.7,,,,,,,,,,,,,,,,9.5361,,,A
31926,Ru2Th1,ThRu2,ThRu2,mp-574438,3.47,,43.8,mj/mol.K2,,Ru,2.0,Th,1.0,,,,,,,,,,,,,,,,,,,,
31927,Th0.8Nd0.2Ru2,Nd0.2Th0.8Ru2,ThRu2,mp-574438,4.55,,7.2,mj/mol.K2,,Th,0.8,Nd,0.2,2.0,,,,,,,,,,,,,,,,,,,
31928,Th0.67Nd0.33Ru2,Nd0.33Th0.67Ru2,ThRu2,mp-574438,1.51,,9.3,mj/mol.K2,,Th,0.67,Nd,0.33,2.0,,,,,,,,,,,,,,,,,,,
31929,Th0.9La0.1Ru2,La0.1Th0.9Ru2,ThRu2,mp-574438,4.73,,12.0,mj/mol.K2,,Th,0.9,La,0.1,2.0,,,,,,,,,,,,,,,,,,,
31930,Th0.9La0.2Ru2,La0.2Th0.9Ru2,ThRu2,mp-574438,5.87,,10.8,mj/mol.K2,,Th,0.9,La,0.2,2.0,,,,,,,,,,,,,,,,,,,
31931,Th0.9La0.3Ru2,La0.3Th0.9Ru2,ThRu2,mp-574438,4.45,,9.3,mj/mol.K2,,Th,0.9,La,0.3,2.0,,,,,,,,,,,,,,,,,,,
31932,Th0.9La0.9Ru2,La0.9Th0.9Ru2,ThRu,mp-12775,3.05,,27.0,mj/mol.K2,,Th,0.9,La,0.9,2.0,,,,,,,,,,,,,,,,,,,
31933,La1Ru2,LaRu2,LaRu2,mp-2019,4.3,,32.7,mj/mol.K2,,La,1.0,Ru,2.0,,,,,,,,,,,,,,,,,,,,
31934,Er1Ni2B2C1,ErNi2B2C,ErNi2B2C,mp-6098,10.5,,,,6.0,Er,1.0,Ni,2.0,2.0,C,1.0,,,,,,,,,,,,,,3.5012,,,A
31935,Er1Ni1.98Fe0.02B2C1,Er1Fe0.02Ni1.98B2C1,ErNi2B2C,mp-6098,8.8,,,,,Er,1.0,Ni,1.98,0.02,B,2.0,C,1.0,,,,,,,,,,,,,,,
31936,Er1Ni1.965Fe0.035B2C1,Er1Fe0.035Ni1.965B2C1,ErNi2B2C,mp-6098,7.31,,,,,Er,1.0,Ni,1.965,0.035,B,2.0,C,1.0,,,,,,,,,,,,3.5006,,,A
31937,Er1Ni1.96Fe0.04B2C1,Er1Fe0.04Ni1.96B2C1,ErNi2B2C,mp-6098,7.21,,,,5.8,Er,1.0,Ni,1.96,0.04,B,2.0,C,1.0,,,,,,,,,,,,3.5008,,,A
31941,Er1Ni1.96Fe0.04B2C0.99,Er1Fe0.04Ni1.96B2C0.99,ErNi2B2C,mp-6098,7.4,,,,5.9,Er,1.0,Ni,1.96,0.04,B,2.0,C,0.99,,,,,,,,,,,,3.501,,,A
31942,Ho1Ni1.99Fe0.01B2C1,Ho1Fe0.01Ni1.99B2C1,HoNi2B2C,mp-6646,7.0,,,,6.0,Ho,1.0,Ni,1.99,0.01,B,2.0,C,1.0,,,,,,,,,,,,,,,
31944,B2Mg1,MgB2,MgB2,mp-763,37.6,,,,,B,2.0,Mg,1.0,,,,,,,,,,,,,,,,,,,,
31945,B2.1Nb1,Nb1B2.1,NbB2,mp-450,9.1,,,,,B,2.1,Nb,1.0,,,,,,,,,,,,,,,,,,,,
31959,Nb3Rh1,Nb3Rh,Nb3Rh,mp-1545,2.64,,,,,Nb,3.0,Rh,1.0,,,,,,,,,,,,,,,,,5.1317,,,A
31962,Nb3Pt1,Nb3Pt,Nb3Pt,mp-2663,10.9,,,,,Nb,3.0,Pt,1.0,,,,,,,,,,,,,,,,,5.1547,,,A
31963,Au1Nb3,Nb3Au,Nb3Au,mp-2752,11.5,,,,,Au,1.0,Nb,3.0,,,,,,,,,,,,,,,,,5.2027,,,A
31964,Nb3Rh0.98Co0.02,Nb3Co0.02Rh0.98,Nb3Rh,mp-1545,2.28,,,,,Nb,3.0,Rh,0.98,0.02,,,,,,,,,,,,,,,,5.132,,,A
31965,Nb3Rh0.95Co0.05,Nb3Co0.05Rh0.95,Nb3Rh,mp-1545,1.96,,,,,Nb,3.0,Rh,0.95,0.05,,,,,,,,,,,,,,,,5.135,,,A
31966,Nb3Rh0.9Co0.1,Nb3Co0.1Rh0.9,Nb3Rh,mp-1545,1.9,,,,,Nb,3.0,Rh,0.9,0.1,,,,,,,,,,,,,,,,5.1347,,,A
31967,Nb3Rh0.98Ru0.02,Nb3Ru0.02Rh0.98,Nb3Rh,mp-1545,2.42,,,,,Nb,3.0,Rh,0.98,0.02,,,,,,,,,,,,,,,,5.132,,,A
31968,Nb3Rh0.95Ru0.05,Nb3Ru0.05Rh0.95,Nb3Rh,mp-1545,2.42,,,,,Nb,3.0,Rh,0.95,0.05,,,,,,,,,,,,,,,,5.135,,,A
31969,Nb3Rh0.9Ru0.1,Nb3Ru0.1Rh0.9,Nb3Rh,mp-1545,2.44,,,,,Nb,3.0,Rh,0.9,0.1,,,,,,,,,,,,,,,,5.1346,,,A
31970,Nb3Rh0.98Pd0.02,Nb3Pd0.02Rh0.98,Nb3Rh,mp-1545,2.5,,,,,Nb,3.0,Rh,0.98,0.02,,,,,,,,,,,,,,,,5.133,,,A
31971,Nb3Rh0.95Pd0.05,Nb3Pd0.05Rh0.95,Nb3Rh,mp-1545,2.49,,,,,Nb,3.0,Rh,0.95,0.05,,,,,,,,,,,,,,,,5.134,,,A
31972,Nb3Rh0.9Pd0.1,Nb3Pd0.1Rh0.9,Nb3Rh,mp-1545,2.55,,,,,Nb,3.0,Rh,0.9,0.1,,,,,,,,,,,,,,,,5.1345,,,A
31973,Nb3Rh0.98Os0.02,Nb3Os0.02Rh0.98,Nb3Rh,mp-1545,2.42,,,,,Nb,3.0,Rh,0.98,0.02,,,,,,,,,,,,,,,,5.134,,,A
31974,Nb3Rh0.95Os0.05,Nb3Os0.05Rh0.95,Nb3Rh,mp-1545,2.39,,,,,Nb,3.0,Rh,0.95,0.05,,,,,,,,,,,,,,,,5.132,,,A
31975,Nb3Rh0.9Os0.1,Nb3Os0.1Rh0.9,Nb3Rh,mp-1545,2.3,,,,,Nb,3.0,Rh,0.9,0.1,,,,,,,,,,,,,,,,5.1302,,,A
31980,Nb3Rh0.98Ir0.02,Nb3Ir0.02Rh0.98,Nb3Rh,mp-1545,2.43,,,,,Nb,3.0,Rh,0.98,0.02,,,,,,,,,,,,,,,,5.131,,,A
31981,Nb3Rh0.95Ir0.05,Nb3Ir0.05Rh0.95,Nb3Rh,mp-1545,2.38,,,,,Nb,3.0,Rh,0.95,0.05,,,,,,,,,,,,,,,,5.132,,,A
31987,Nb3Rh0.98Pt0.02,Nb3Rh0.98Pt0.02,Nb3Rh,mp-1545,2.52,,,,,Nb,3.0,Rh,0.98,0.02,,,,,,,,,,,,,,,,5.132,,,A
31988,Nb3Rh0.95Pt0.05,Nb3Rh0.95Pt0.05,Nb3Rh,mp-1545,2.53,,,,,Nb,3.0,Rh,0.95,0.05,,,,,,,,,,,,,,,,5.133,,,A
31989,Nb3Rh0.9Pt0.1,Nb3Rh0.9Pt0.1,Nb3Rh,mp-1545,2.8,,,,,Nb,3.0,Rh,0.9,0.1,,,,,,,,,,,,,,,,5.1336,,,A
31990,Nb3Rh0.7Pt0.3,Nb3Rh0.7Pt0.3,Nb3Rh,mp-1545,5.1,,,,,Nb,3.0,Rh,0.7,0.3,,,,,,,,,,,,,,,,5.1395,,,A
31991,Nb3Rh0.5Pt0.5,Nb3Rh0.5Pt0.5,Nb3Rh,mp-1545,6.25,,,,,Nb,3.0,Rh,0.5,0.5,,,,,,,,,,,,,,,,5.145,,,A
31992,Nb3Rh0.3Pt0.7,Nb3Rh0.3Pt0.7,Nb3Pt,mp-2663,7.4,,,,,Nb,3.0,Rh,0.3,0.7,,,,,,,,,,,,,,,,5.1487,,,A
31993,Nb3Rh0.1Pt0.9,Nb3Rh0.1Pt0.9,Nb3Pt,mp-2663,7.9,,,,,Nb,3.0,Rh,0.1,0.9,,,,,,,,,,,,,,,,5.1534,,,A
31994,Nb3Rh0.05Pt0.95,Nb3Rh0.05Pt0.95,Nb3Pt,mp-2663,8.9,,,,,Nb,3.0,Rh,0.05,0.95,,,,,,,,,,,,,,,,5.16,,,A
31995,Nb3Rh0.02Pt0.98,Nb3Rh0.02Pt0.98,Nb3Pt,mp-2663,9.6,,,,,Nb,3.0,Rh,0.02,0.98,,,,,,,,,,,,,,,,5.157,,,A
31996,Nb3Rh0.98Au0.02,Nb3Rh0.98Au0.02,Nb3Rh,mp-1545,2.53,,,,,Nb,3.0,Rh,0.98,0.02,,,,,,,,,,,,,,,,5.133,,,A
31997,Nb3Rh0.95Au0.05,Nb3Rh0.95Au0.05,Nb3Rh,mp-1545,2.52,,,,,Nb,3.0,Rh,0.95,0.05,,,,,,,,,,,,,,,,5.137,,,A
31998,Nb3Rh0.9Au0.1,Nb3Rh0.9Au0.1,Nb3Rh,mp-1545,2.7,,,,,Nb,3.0,Rh,0.9,0.1,,,,,,,,,,,,,,,,5.1412,,,A
31999,Nb3Rh0.7Au0.3,Nb3Rh0.7Au0.3,Nb3Rh,mp-1545,4.6,,,,,Nb,3.0,Rh,0.7,0.3,,,,,,,,,,,,,,,,5.1573,,,A
32000,Nb3Rh0.5Au0.5,Nb3Rh0.5Au0.5,Nb3Rh,mp-1545,6.6,,,,,Nb,3.0,Rh,0.5,0.5,,,,,,,,,,,,,,,,5.1688,,,A
32001,Nb3Rh0.3Au0.7,Nb3Rh0.3Au0.7,Nb3Au,mp-2752,9.5,,,,,Nb,3.0,Rh,0.3,0.7,,,,,,,,,,,,,,,,5.1827,,,A
32002,Nb3Rh0.1Au0.9,Nb3Rh0.1Au0.9,Nb3Au,mp-2752,10.8,,,,,Nb,3.0,Rh,0.1,0.9,,,,,,,,,,,,,,,,5.196,,,A
32003,Nb3Rh0.05Au0.95,Nb3Rh0.05Au0.95,Nb3Au,mp-2752,11.0,,,,,Nb,3.0,Rh,0.05,0.95,,,,,,,,,,,,,,,,5.2,,,A
32004,Nb3Rh0.02Au0.98,Nb3Rh0.02Au0.98,Nb3Au,mp-2752,10.9,,,,,Nb,3.0,Rh,0.02,0.98,,,,,,,,,,,,,,,,5.203,,,A
32005,Nb99.976O0.024,Nb99.976O0.024,Nb,mp-8636,9.23,278.0,7.95,mj/mol.K2,,Nb,99.976,O,0.024,,,,,,,,,,,,,,,,,3.3002,,,A
32006,Nb99.861O0.139,Nb99.861O0.139,Nb,mp-8636,9.03,256.0,7.67,mj/mol.K2,,Nb,99.861,O,0.139,,,,,,,,,,,,,,,,,3.3,,,A
32012,Nb1,Nb,Nb,mp-8636,9.25,,,,,Nb,1.0,,,,,,,,,,,,,,,,,,,,,,
32013,Nb1,Nb,Nb,mp-8636,9.21,,,,,Nb,1.0,,,,,,,,,,,,,,,,,,,,,,
32014,Ba6Ge25,Ba6Ge25,Ba6Ge25,mp-569965,0.24,,,,,Ba,6.0,Ge,25.0,,,,,,,,,,,,,,,,,14.5564,,,A
32016,B2Mg1,MgB2,MgB2,mp-763,38.5,,,,,B,2.0,Mg,1.0,,,,,,,,,,,,,,,,,,,,
32017,B2Mg1,MgB2,MgB2,mp-763,38.0,,,,,B,2.0,Mg,1.0,,,,,,,,,,,,,,,,,,,,
32018,B2Mg1,MgB2,MgB2,mp-763,37.9,,,,,B,2.0,Mg,1.0,,,,,,,,,,,,,,,,,,,,
32122,Nb3Sn0.8Sb0.2,Nb3Sn0.8Sb0.2,Nb3Sn,mp-1326,16.5,,,,,Nb,3.0,Sn,0.8,0.2,,,,,,,,,,,,,,,,5.2862,,,A
